age,default,balance,housing,loan,day,duration,campaign,pdays,previous,y,divorced,married,single,primary,secondary,tertiary,cellular,telephone,unknown,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep
56,no,316,yes,no,19,27,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,2996,yes,no,19,68,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28,no,213,yes,no,19,267,1,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28,no,80,yes,no,19,234,1,-1,0,no,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,no,3444,yes,no,19,792,4,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,no,18,no,no,19,798,1,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,no,1012,yes,no,19,496,3,-1,0,no,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,no,2718,no,no,19,114,2,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28,no,1827,yes,no,19,211,2,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,41,yes,no,19,265,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
26,no,484,yes,no,19,48,2,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,6042,yes,no,19,228,1,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
26,no,-5,no,no,19,260,1,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,no,134,yes,no,19,70,1,-1,0,no,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,97,yes,no,19,607,1,-1,0,yes,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
54,no,-754,yes,no,19,222,2,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
54,no,477,yes,no,19,335,4,-1,0,no,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,2085,yes,yes,19,488,3,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44,no,181,yes,no,19,131,6,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
55,no,978,yes,no,19,259,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,86,no,yes,19,703,1,-1,0,no,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
43,no,1017,yes,no,19,257,2,-1,0,no,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
48,no,456,yes,yes,19,289,1,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
48,no,841,yes,no,19,215,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,no,-288,yes,no,19,643,1,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
43,no,1071,yes,no,19,411,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
23,no,525,yes,no,19,180,1,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
52,no,157,yes,yes,19,107,2,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,no,1536,yes,no,19,400,2,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
52,no,0,no,no,19,182,11,-1,0,no,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44,no,4087,yes,no,19,457,5,-1,0,no,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27,no,1022,yes,no,19,445,2,-1,0,no,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51,no,1146,yes,yes,19,458,4,-1,0,no,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,424,yes,no,19,313,2,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22,no,3992,yes,yes,19,194,2,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,no,0,no,no,19,159,3,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,no,880,yes,yes,19,967,6,-1,0,yes,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
45,no,771,yes,no,19,221,2,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,no,89,yes,no,19,162,10,-1,0,no,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,no,198,yes,no,19,138,8,-1,0,no,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27,yes,-3,yes,no,19,265,5,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,312,yes,yes,19,886,3,-1,0,no,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,no,53,yes,no,19,467,4,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,no,0,yes,no,19,21,11,-1,0,no,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
45,no,1345,yes,no,19,120,7,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44,no,261,yes,no,19,87,5,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
57,no,437,yes,no,19,44,4,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,no,-56,yes,no,19,248,3,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,0,yes,no,20,150,1,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,5306,yes,no,20,201,1,-1,0,no,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,no,730,yes,no,20,70,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,228,yes,no,20,257,1,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,no,31,yes,no,20,20,14,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,no,298,yes,no,20,216,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,no,24,yes,no,20,81,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,no,274,yes,yes,20,205,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,no,0,yes,no,20,206,1,-1,0,no,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,no,271,yes,no,20,1882,2,-1,0,yes,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,368,yes,no,20,81,1,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,no,733,yes,no,20,335,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,no,574,yes,no,20,121,2,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,no,0,yes,no,20,90,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,no,7579,yes,no,20,600,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,no,1803,yes,no,20,29,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,no,412,yes,yes,20,127,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,no,4434,yes,no,20,265,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,no,4904,yes,no,20,101,1,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
59,no,-41,yes,yes,20,171,1,-1,0,no,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,78,no,no,20,572,1,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,328,yes,no,20,132,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,1698,yes,no,20,115,1,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58,no,11,yes,no,20,90,1,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,no,1689,no,no,20,423,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,no,780,yes,no,20,311,1,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,no,7,yes,no,20,217,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,no,1059,yes,no,20,163,2,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,no,-607,yes,no,20,374,2,-1,0,no,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,no,126,yes,no,20,61,2,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,0,yes,no,20,464,2,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
41,no,83,no,no,20,834,6,-1,0,no,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,11697,yes,no,20,296,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,no,2688,yes,no,20,281,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,no,2019,yes,no,20,166,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,no,290,yes,no,20,369,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,138,yes,yes,20,158,1,-1,0,no,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,113,yes,yes,20,235,2,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,no,10,yes,yes,20,107,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,no,451,yes,no,20,383,1,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,no,134,no,no,20,98,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,no,1797,yes,yes,20,185,2,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,no,4963,yes,no,20,148,2,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,no,0,yes,no,20,134,3,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,no,1183,yes,no,20,438,2,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
59,no,0,yes,no,20,217,4,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
57,no,231,yes,no,20,26,14,-1,0,no,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,0,yes,no,20,134,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
41,no,804,yes,no,20,127,8,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
41,no,2852,yes,no,20,125,3,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,855,yes,yes,20,172,4,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27,no,-215,yes,no,20,89,3,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58,no,23,yes,no,20,91,6,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,7406,yes,no,20,418,2,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,no,1005,yes,no,20,229,2,-1,0,no,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,no,183,yes,no,20,103,3,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,3067,yes,no,20,138,2,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,no,50,yes,no,20,89,2,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27,no,8,yes,no,20,777,3,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
55,no,2144,yes,no,20,129,8,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,no,543,yes,no,20,213,3,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,no,-197,yes,no,20,204,2,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
57,no,739,yes,no,20,352,5,-1,0,no,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,no,274,yes,no,20,190,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,no,363,no,no,21,171,5,-1,0,no,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,no,-224,yes,yes,21,222,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,no,821,yes,yes,21,78,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58,no,8153,yes,no,21,134,5,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,216,yes,no,21,565,1,-1,0,yes,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,no,1746,yes,no,21,139,1,-1,0,no,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,no,597,yes,no,21,298,2,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,no,3528,yes,no,21,226,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,no,1176,no,yes,21,282,2,-1,0,no,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
48,no,4746,yes,no,21,32,11,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,no,808,no,no,21,52,1,-1,0,no,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,no,35368,yes,no,21,63,1,-1,0,no,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
41,no,2490,yes,no,21,115,2,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,no,1126,yes,no,21,370,1,-1,0,no,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,no,675,yes,no,21,232,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,no,-98,yes,no,21,166,7,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,no,0,yes,no,21,759,1,-1,0,no,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,1343,yes,yes,21,85,1,-1,0,no,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51,no,44,no,no,21,137,2,-1,0,no,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,1243,yes,no,21,32,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,no,49,no,no,21,151,1,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
59,no,41,yes,yes,21,717,3,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,no,741,no,no,21,228,1,-1,0,no,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,no,569,yes,no,21,487,5,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,287,yes,no,21,59,8,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,no,188,yes,no,21,136,1,-1,0,no,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,932,yes,no,21,229,2,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27,no,0,yes,no,21,504,1,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,no,5729,yes,no,21,303,3,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,no,855,yes,no,21,786,2,-1,0,no,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,8784,yes,no,21,63,2,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,1830,yes,no,21,293,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,1887,no,yes,21,389,1,-1,0,no,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
41,no,1216,yes,no,21,53,3,-1,0,no,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,901,yes,no,21,102,3,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,1389,yes,no,21,189,2,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,no,5304,yes,no,21,51,2,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,728,yes,no,21,125,1,-1,0,no,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,29050,yes,yes,21,563,2,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,no,0,no,no,21,111,4,-1,0,no,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,no,527,yes,yes,21,265,1,-1,0,no,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,no,1961,no,no,21,216,1,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,885,yes,no,21,127,2,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,564,yes,no,21,660,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,-325,yes,yes,21,171,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
57,no,42,yes,no,21,384,3,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,1330,yes,no,21,83,1,-1,0,no,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,no,558,yes,yes,21,56,3,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,no,1985,yes,no,21,155,4,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,no,223,yes,no,21,91,3,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,no,-838,yes,no,21,142,2,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,no,293,yes,no,21,162,3,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
46,no,-867,yes,yes,21,222,5,-1,0,no,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,335,yes,no,21,501,2,-1,0,no,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,-175,yes,no,21,116,1,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,no,813,yes,no,21,23,16,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,no,2271,yes,no,21,575,2,-1,0,no,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,no,881,yes,no,21,67,5,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,no,924,yes,no,21,108,2,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,4924,yes,no,21,389,2,-1,0,no,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,no,3744,yes,no,21,489,2,-1,0,no,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,589,yes,yes,21,151,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,5527,yes,no,21,132,1,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
23,no,965,yes,no,21,1161,4,-1,0,no,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,no,622,yes,no,21,611,2,-1,0,yes,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51,no,140,yes,no,21,45,10,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
25,no,-61,yes,no,21,203,2,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27,no,-147,yes,yes,21,239,4,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,no,1455,yes,no,21,165,2,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,-280,no,no,21,281,3,-1,0,no,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,no,-5,yes,no,21,30,12,-1,0,no,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
57,no,461,yes,no,21,142,10,-1,0,no,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,no,1813,yes,no,21,291,4,-1,0,no,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
52,no,126,no,no,23,93,4,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,no,1601,yes,no,23,201,2,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,no,917,yes,no,23,260,1,-1,0,no,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,no,0,yes,no,23,346,1,-1,0,no,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,2737,yes,yes,23,38,1,-1,0,no,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,no,1354,yes,no,23,736,2,-1,0,yes,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,no,0,yes,no,23,412,6,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,no,207,yes,no,23,72,2,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,no,1092,no,no,23,268,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,-32,yes,no,23,157,1,-1,0,no,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,1273,yes,no,23,442,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,4941,yes,no,23,504,1,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,no,643,yes,no,23,322,1,-1,0,no,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,697,yes,no,23,700,1,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,no,595,yes,no,23,231,1,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,no,1243,yes,no,23,135,1,-1,0,no,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,7,yes,no,23,191,1,-1,0,no,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28,no,59,yes,yes,23,293,2,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28,no,370,yes,no,23,108,5,-1,0,no,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,no,0,yes,no,23,275,2,-1,0,no,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,no,1379,yes,no,23,319,3,-1,0,no,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
41,no,287,no,no,23,236,2,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,2549,yes,no,23,246,3,-1,0,no,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,no,827,yes,no,23,230,2,-1,0,no,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
